master_id,analysis_cell,predictor,time,threshold,estimate_SENSITIVITY,estimate_SPECIFICITY,ci_low_SENSITIVITY,ci_low_SPECIFICITY,ci_high_SENSITIVITY,ci_high_SPECIFICITY,test_id,likelihood_ratio_positive,likelihood_ratio_negative,lr_positive_plausible_low,lr_positive_plausible_high,lr_negative_plausible_low,lr_negative_plausible_high,uncertainty_note,causal_note,pretest_probability,post_test_probability_positive,post_test_probability_negative,positive_plausible_low,positive_plausible_high,negative_plausible_low,negative_plausible_high
FT-010,ROUT_THRESHOLDS,Lumbar infusion test—Rout,3–12 months,Rout >12 mmHg/mL/min,0.769,0.3399999999999999,0.706,0.212,0.8250000000000001,0.488,FT-010 | Lumbar infusion test—Rout | Rout >12 mmHg/mL/min,1.165151515151515,0.6794117647058824,0.8959390862944162,1.611328125,0.358606557377049,1.3867924528301887,"Likelihood-ratio bounds combine marginal confidence limits and are plausible ranges, not formal joint 95% confidence intervals.",Diagnostic/prognostic classification; not evidence of causal treatment-effect modification.,0.5,0.5381385584324703,0.404553415061296,0.47255689424364117,0.6170531039640987,0.26395173453996973,0.5810276679841897
FT-010,ROUT_THRESHOLDS,Lumbar infusion test—Rout,3–12 months,Rout >12 mmHg/mL/min,0.769,0.3399999999999999,0.706,0.212,0.8250000000000001,0.488,FT-010 | Lumbar infusion test—Rout | Rout >12 mmHg/mL/min,1.165151515151515,0.6794117647058824,0.8959390862944162,1.611328125,0.358606557377049,1.3867924528301887,"Likelihood-ratio bounds combine marginal confidence limits and are plausible ranges, not formal joint 95% confidence intervals.",Diagnostic/prognostic classification; not evidence of causal treatment-effect modification.,0.65,0.6839296709311076,0.5578673602080625,0.6246086838165237,0.7495282689216577,0.3997539975399753,0.7203166226912929
FT-010,ROUT_THRESHOLDS,Lumbar infusion test—Rout,3–12 months,Rout >12 mmHg/mL/min,0.769,0.3399999999999999,0.706,0.212,0.8250000000000001,0.488,FT-010 | Lumbar infusion test—Rout | Rout >12 mmHg/mL/min,1.165151515151515,0.6794117647058824,0.8959390862944162,1.611328125,0.358606557377049,1.3867924528301887,"Likelihood-ratio bounds combine marginal confidence limits and are plausible ranges, not formal joint 95% confidence intervals.",Diagnostic/prognostic classification; not evidence of causal treatment-effect modification.,0.8,0.8233404710920771,0.7310126582278481,0.7818383167220377,0.8656873032528857,0.5892255892255891,0.8472622478386167
FT-010,ROUT_THRESHOLDS,Lumbar infusion test—Rout,3–12 months,Rout >14 mmHg/mL/min,0.8160000000000001,0.372,0.75,0.23,0.8710000000000001,0.533,FT-010 | Lumbar infusion test—Rout | Rout >14 mmHg/mL/min,1.299363057324841,0.4946236559139783,0.974025974025974,1.865096359743041,0.2420262664165101,1.0869565217391304,"Likelihood-ratio bounds combine marginal confidence limits and are plausible ranges, not formal joint 95% confidence intervals.",Diagnostic/prognostic classification; not evidence of causal treatment-effect modification.,0.5,0.5650969529085873,0.33093525179856104,0.4934210526315789,0.6509715994020927,0.19486404833836846,0.5208333333333334
FT-010,ROUT_THRESHOLDS,Lumbar infusion test—Rout,3–12 months,Rout >14 mmHg/mL/min,0.8160000000000001,0.372,0.75,0.23,0.8710000000000001,0.533,FT-010 | Lumbar infusion test—Rout | Rout >14 mmHg/mL/min,1.299363057324841,0.4946236559139783,0.974025974025974,1.865096359743041,0.2420262664165101,1.0869565217391304,"Likelihood-ratio bounds combine marginal confidence limits and are plausible ranges, not formal joint 95% confidence intervals.",Diagnostic/prognostic classification; not evidence of causal treatment-effect modification.,0.65,0.7070114636097041,0.47878302642113685,0.6439894319682959,0.7759731359649124,0.3100961538461537,0.668724279835391
FT-010,ROUT_THRESHOLDS,Lumbar infusion test—Rout,3–12 months,Rout >14 mmHg/mL/min,0.8160000000000001,0.372,0.75,0.23,0.8710000000000001,0.533,FT-010 | Lumbar infusion test—Rout | Rout >14 mmHg/mL/min,1.299363057324841,0.4946236559139783,0.974025974025974,1.865096359743041,0.2420262664165101,1.0869565217391304,"Likelihood-ratio bounds combine marginal confidence limits and are plausible ranges, not formal joint 95% confidence intervals.",Diagnostic/prognostic classification; not evidence of causal treatment-effect modification.,0.8,0.8386433710174718,0.6642599277978339,0.7957559681697614,0.8818020754239434,0.49189704480457563,0.8130081300813008
FT-010,ROUT_THRESHOLDS,Lumbar infusion test—Rout,3–12 months,Rout >18 mmHg/mL/min,0.366,0.7799999999999999,0.318,0.6859999999999999,0.415,0.8570000000000001,FT-010 | Lumbar infusion test—Rout | Rout >18 mmHg/mL/min,1.663636363636363,0.8128205128205129,1.0127388535031845,2.9020979020979043,0.6826137689614935,0.9941690962099126,"Likelihood-ratio bounds combine marginal confidence limits and are plausible ranges, not formal joint 95% confidence intervals.",Diagnostic/prognostic classification; not evidence of causal treatment-effect modification.,0.5,0.6245733788395903,0.44837340876944837,0.5031645569620253,0.7437275985663084,0.4056865464632455,0.49853801169590645
FT-010,ROUT_THRESHOLDS,Lumbar infusion test—Rout,3–12 months,Rout >18 mmHg/mL/min,0.366,0.7799999999999999,0.318,0.6859999999999999,0.415,0.8570000000000001,FT-010 | Lumbar infusion test—Rout | Rout >18 mmHg/mL/min,1.663636363636363,0.8128205128205129,1.0127388535031845,2.9020979020979043,0.6826137689614935,0.9941690962099126,"Likelihood-ratio bounds combine marginal confidence limits and are plausible ranges, not formal joint 95% confidence intervals.",Diagnostic/prognostic classification; not evidence of causal treatment-effect modification.,0.65,0.755477929501429,0.6015180265654649,0.6528742893240682,0.8434959349593497,0.5590267568362246,0.6486684225929179
FT-010,ROUT_THRESHOLDS,Lumbar infusion test—Rout,3–12 months,Rout >18 mmHg/mL/min,0.366,0.7799999999999999,0.318,0.6859999999999999,0.415,0.8570000000000001,FT-010 | Lumbar infusion test—Rout | Rout >18 mmHg/mL/min,1.663636363636363,0.8128205128205129,1.0127388535031845,2.9020979020979043,0.6826137689614935,0.9941690962099126,"Likelihood-ratio bounds combine marginal confidence limits and are plausible ranges, not formal joint 95% confidence intervals.",Diagnostic/prognostic classification; not evidence of causal treatment-effect modification.,0.8,0.8693586698337292,0.764776839565742,0.8020176544766708,0.9206877426511371,0.7319361901782921,0.799062683069713
FT-012,LIT_DTA,Lumbar infusion test,Varied,Study-specific,0.775,0.283,0.702,0.19,0.834,0.399,FT-012 | Lumbar infusion test | Study-specific,1.0808926080892607,0.7950530035335689,0.8666666666666666,1.3876871880199666,0.41604010025062665,1.5684210526315792,"Likelihood-ratio bounds combine marginal confidence limits and are plausible ranges, not formal joint 95% confidence intervals.",Diagnostic/prognostic classification; not evidence of causal treatment-effect modification.,0.5,0.5194369973190348,0.4429133858267717,0.46428571428571425,0.5811846689895471,0.2938053097345133,0.6106557377049181
FT-012,LIT_DTA,Lumbar infusion test,Varied,Study-specific,0.775,0.283,0.702,0.19,0.834,0.399,FT-012 | Lumbar infusion test | Study-specific,1.0808926080892607,0.7950530035335689,0.8666666666666666,1.3876871880199666,0.41604010025062665,1.5684210526315792,"Likelihood-ratio bounds combine marginal confidence limits and are plausible ranges, not formal joint 95% confidence intervals.",Diagnostic/prognostic classification; not evidence of causal treatment-effect modification.,0.65,0.6674837683847886,0.5962087240114146,0.6167883211678832,0.7204465412984251,0.43587154110280757,0.7444273635664874
FT-012,LIT_DTA,Lumbar infusion test,Varied,Study-specific,0.775,0.283,0.702,0.19,0.834,0.399,FT-012 | Lumbar infusion test | Study-specific,1.0808926080892607,0.7950530035335689,0.8666666666666666,1.3876871880199666,0.41604010025062665,1.5684210526315792,"Likelihood-ratio bounds combine marginal confidence limits and are plausible ranges, not formal joint 95% confidence intervals.",Diagnostic/prognostic classification; not evidence of causal treatment-effect modification.,0.8,0.8121561435682473,0.7607776838546069,0.7761194029850748,0.8473456946913894,0.6246472248353717,0.8625180897250362
FT-012,TAP_TEST_DTA,CSF tap test,Varied,Study-specific,0.641,0.548,0.492,0.418,0.766,0.672,FT-012 | CSF tap test | Study-specific,1.4181415929203542,0.6551094890510948,0.8453608247422679,2.335365853658537,0.3482142857142857,1.2153110047846891,"Likelihood-ratio bounds combine marginal confidence limits and are plausible ranges, not formal joint 95% confidence intervals.",Diagnostic/prognostic classification; not evidence of causal treatment-effect modification.,0.5,0.5864592863677952,0.39581036383682466,0.45810055865921784,0.70018281535649,0.2582781456953642,0.5485961123110152
FT-012,TAP_TEST_DTA,CSF tap test,Varied,Study-specific,0.641,0.548,0.492,0.418,0.766,0.672,FT-012 | CSF tap test | Study-specific,1.4181415929203542,0.6551094890510948,0.8453608247422679,2.335365853658537,0.3482142857142857,1.2153110047846891,"Likelihood-ratio bounds combine marginal confidence limits and are plausible ranges, not formal joint 95% confidence intervals.",Diagnostic/prognostic classification; not evidence of causal treatment-effect modification.,0.65,0.7247977733321737,0.5488651064330237,0.6108882521489972,0.8126326097600785,0.3927188226181255,0.6929695697796433
FT-012,TAP_TEST_DTA,CSF tap test,Varied,Study-specific,0.641,0.548,0.492,0.418,0.766,0.672,FT-012 | CSF tap test | Study-specific,1.4181415929203542,0.6551094890510948,0.8453608247422679,2.335365853658537,0.3482142857142857,1.2153110047846891,"Likelihood-ratio bounds combine marginal confidence limits and are plausible ranges, not formal joint 95% confidence intervals.",Diagnostic/prognostic classification; not evidence of causal treatment-effect modification.,0.8,0.850132625994695,0.7237903225806451,0.7717647058823529,0.9033018867924528,0.582089552238806,0.8293877551020409
FT-032,STRUCTURAL_IMAGING,DESH,Varied,NR,0.59,0.6599999999999999,0.38,0.5700000000000001,0.77,0.74,FT-032 | DESH | NR,1.7352941176470584,0.6212121212121213,0.8837209302325583,2.9615384615384617,0.3108108108108108,1.087719298245614,"Likelihood-ratio bounds combine marginal confidence limits and are plausible ranges, not formal joint 95% confidence intervals.",Diagnostic/prognostic classification; not evidence of causal treatment-effect modification.,0.5,0.6344086021505376,0.383177570093458,0.46913580246913583,0.7475728155339806,0.23711340206185566,0.5210084033613446
FT-032,STRUCTURAL_IMAGING,DESH,Varied,NR,0.59,0.6599999999999999,0.38,0.5700000000000001,0.77,0.74,FT-032 | DESH | NR,1.7352941176470584,0.6212121212121213,0.8837209302325583,2.9615384615384617,0.3108108108108108,1.087719298245614,"Likelihood-ratio bounds combine marginal confidence limits and are plausible ranges, not formal joint 95% confidence intervals.",Diagnostic/prognostic classification; not evidence of causal treatment-effect modification.,0.65,0.7631840796019901,0.5356783919597992,0.6213836477987421,0.8461538461538461,0.3659730722154223,0.6688796680497926
FT-032,STRUCTURAL_IMAGING,DESH,Varied,NR,0.59,0.6599999999999999,0.38,0.5700000000000001,0.77,0.74,FT-032 | DESH | NR,1.7352941176470584,0.6212121212121213,0.8837209302325583,2.9615384615384617,0.3108108108108108,1.087719298245614,"Likelihood-ratio bounds combine marginal confidence limits and are plausible ranges, not formal joint 95% confidence intervals.",Diagnostic/prognostic classification; not evidence of causal treatment-effect modification.,0.8,0.8740740740740741,0.7130434782608697,0.7794871794871796,0.9221556886227545,0.5542168674698795,0.8131147540983606
FT-036,ELD_DTA,Extended lumbar drainage,Varied,Study-specific ELD response,0.94,0.8500000000000001,0.41,0.3299999999999999,1.0,1.0,FT-036 | Extended lumbar drainage | Study-specific ELD response,6.266666666666671,0.0705882352941175,0.6119402985074627,inf,0.0,1.787878787878788,"Likelihood-ratio bounds combine marginal confidence limits and are plausible ranges, not formal joint 95% confidence intervals.",Diagnostic/prognostic classification; not evidence of causal treatment-effect modification.,0.5,0.8623853211009175,0.06593406593406581,0.37962962962962965,,0.0,0.641304347826087
FT-036,ELD_DTA,Extended lumbar drainage,Varied,Study-specific ELD response,0.94,0.8500000000000001,0.41,0.3299999999999999,1.0,1.0,FT-036 | Extended lumbar drainage | Study-specific ELD response,6.266666666666671,0.0705882352941175,0.6119402985074627,inf,0.0,1.787878787878788,"Likelihood-ratio bounds combine marginal confidence limits and are plausible ranges, not formal joint 95% confidence intervals.",Diagnostic/prognostic classification; not evidence of causal treatment-effect modification.,0.65,0.9208741522230596,0.11589895988112905,0.531936127744511,,0.0,0.7685370741482968
FT-036,ELD_DTA,Extended lumbar drainage,Varied,Study-specific ELD response,0.94,0.8500000000000001,0.41,0.3299999999999999,1.0,1.0,FT-036 | Extended lumbar drainage | Study-specific ELD response,6.266666666666671,0.0705882352941175,0.6119402985074627,inf,0.0,1.787878787878788,"Likelihood-ratio bounds combine marginal confidence limits and are plausible ranges, not formal joint 95% confidence intervals.",Diagnostic/prognostic classification; not evidence of causal treatment-effect modification.,0.8,0.9616368286445013,0.22018348623853176,0.70995670995671,,0.0,0.8773234200743495
